X,Y,objectid,pws_id,pws_type,county,owner,federal_id,state_id,source_name,well_yield_gpm,well_depth,reg_name,system_name,system_address,system_city,system_state,system_zip,system_connections,system_population,owner_address,owner_city,owner_state,owner_zip,wsw_class,intake_location,source_availability,source_type,pws_type_description
639085.412297431,206798.538000351,7528,NC4392158   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38554,WR2,WELL #2,55,365,RALEIGH REGIONAL OFFICE,WORTHINGTON S/D,-,RALEIGH,NC,27603,48,119,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
655118.865097428,220754.060800353,7529,NC4392159   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38555,AH2,WELL #2,39,605,RALEIGH REGIONAL OFFICE,AUBURN HILLS S/D,-,KNIGHTDALE,NC,27545,37,94,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
640434.327097431,205530.242700351,7530,NC4392160   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38556,TF1,WELL #1,25,700,RALEIGH REGIONAL OFFICE,TYLER FARMS S/D,-,GARNER,NC,27519,35,89,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
635847.273397433,214001.914400354,7531,NC4392163   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38559,FM1,WELL #1,35,705,RALEIGH REGIONAL OFFICE,FOXMOOR S/D,FOXBROOK,RALEIGH,NC,27502,78,203,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
635916.486097427,214353.693600353,7532,NC4392163   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38560,FM2,WELL #2,15,805,RALEIGH REGIONAL OFFICE,FOXMOOR S/D,FOXBROOK,RALEIGH,NC,27502,78,203,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
624120.10199743,208670.875800349,7533,NC4392164   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38561,BP1,WELL #1 BRAYTON PRK,100,388,RALEIGH REGIONAL OFFICE,BRAYTON PARK S/D,737 PINEY GROVE WILBON RD,HOLLY SPRINGS,NC,27540,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
649845.000497433,211387.08320035,7534,NC4392169   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38563,HW1,WELL #1,43,705,RALEIGH REGIONAL OFFICE,HILLINGTON WEST S/D,-,GARNER,NC,27529,155,393,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
649794.753997432,211304.539200349,7535,NC4392169   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38564,HW2,WELL #2,20,805,RALEIGH REGIONAL OFFICE,HILLINGTON WEST S/D,-,GARNER,NC,27529,155,393,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
650052.657097432,210776.05800035,7536,NC4392169   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38565,HW4,WELL #4,52,705,RALEIGH REGIONAL OFFICE,HILLINGTON WEST S/D,-,GARNER,NC,27529,155,393,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
633221.020897428,207910.153500348,7537,NC4392172   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38566,CC1,WELL #1,32,665,RALEIGH REGIONAL OFFICE,CROOKED CREEK S/D,-,FUQUAY-VARINA,NC,27526,110,279,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
632841.911397428,207851.809400346,7538,NC4392172   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38567,CC2,WELL #2,60,705,RALEIGH REGIONAL OFFICE,CROOKED CREEK S/D,-,FUQUAY-VARINA,NC,27526,110,279,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
632502.690497431,208276.618200351,7539,NC4392172   ,Community,WAKE,AQUA NORTH CAROLINA INC.,65050,CC4,WELL #4,27,845,RALEIGH REGIONAL OFFICE,CROOKED CREEK S/D,-,FUQUAY-VARINA,NC,27526,110,279,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
661619.512697432,220854.04920035,7540,NC4392174   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,77946,S02,WELL #2,76,445,RALEIGH REGIONAL OFFICE,MEADOW GLEN S/D,-,KNIGHTDALE,NC,27545,33,84,PO BOX 240908,CHARLOTTE,NC,28224,,,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645149.094797426,206985.986000348,7541,NC4392181   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38571,S04,WELL #4,16,765,RALEIGH REGIONAL OFFICE,STEVENS OAKS,-,RALEIGH,NC,27529,96,244,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645281.258197429,207102.220700353,7542,NC4392181   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38572,S05,WELL #5,70,485,RALEIGH REGIONAL OFFICE,STEVENS OAKS,-,RALEIGH,NC,27529,96,244,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
644845.644897432,207625.919000352,7543,NC4392181   ,Community,WAKE,AQUA NORTH CAROLINA INC.,70171,S06,WELL #6,138,445,RALEIGH REGIONAL OFFICE,STEVENS OAKS,-,RALEIGH,NC,27529,96,244,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
660246.181497429,224267.22840035,7544,NC4392182   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38573,S01,WELL #1,90,580,RALEIGH REGIONAL OFFICE,AMBER RIDGE S/D,-,KNIGHTDALE,NC,28545,292,742,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
659807.037797432,224749.266600348,7545,NC4392182   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38574,S02,WELL #2,50,605,RALEIGH REGIONAL OFFICE,AMBER RIDGE S/D,-,KNIGHTDALE,NC,28545,292,742,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
659897.003397431,224296.662900355,7546,NC4392182   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,66916,S03,WELL #3,60,610,RALEIGH REGIONAL OFFICE,AMBER RIDGE S/D,-,KNIGHTDALE,NC,28545,292,742,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
638674.284897435,210670.483600352,7547,NC4392183   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38575,LR1,LANE RIDGE #1,80,560,RALEIGH REGIONAL OFFICE,OLD STAGE PLACE,-,GARNER,NC,27603,128,325,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
638944.04129743,210948.159500351,7548,NC4392183   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38576,OS1,OLD STAGE #1,80,405,RALEIGH REGIONAL OFFICE,OLD STAGE PLACE,-,GARNER,NC,27603,128,325,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
640172.393197426,204009.137900347,7549,NC4392186   ,Community,WAKE,"ADCOCK, STEWART",38579,W01,WELL #1,63,300,RALEIGH REGIONAL OFFICE,WILLOW HILLS S/D,-,FUQUAY VARINA,NC,27526,40,102,5311 APRIL WIND DR,FUQUAY VARINA,NC,27526, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
648788.098197434,212331.414400352,7550,NC4392187   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38580,RV1,WELL #1,45,800,RALEIGH REGIONAL OFFICE,RIDGEVIEW S/D,-,GARNER,NC,27603,31,79,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
631398.893597434,213217.97600035,7551,NC4392188   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38581,JP5,JP WELL #5,17,345,RALEIGH REGIONAL OFFICE,JAMISON PARK S/D,-,HOLLY SPRINGS,NC,27502,209,531,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
631006.314697432,213544.866300354,7552,NC4392188   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38582,JP6,JP WELL #6,150,700,RALEIGH REGIONAL OFFICE,JAMISON PARK S/D,-,HOLLY SPRINGS,NC,27502,209,531,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
631500.288297431,213178.949100351,7553,NC4392188   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38583,JP1,WELL #1,50,865,RALEIGH REGIONAL OFFICE,JAMISON PARK S/D,-,HOLLY SPRINGS,NC,27502,209,531,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
630676.480297433,213684.983300352,7554,NC4392188   ,Community,WAKE,AQUA NORTH CAROLINA INC.,66871,JP7,JP WELL #7,57,800,RALEIGH REGIONAL OFFICE,JAMISON PARK S/D,-,HOLLY SPRINGS,NC,27502,209,531,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
634695.057197431,221482.430200348,7555,NC4392192   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38584,BA1,WELL #1,20,805,RALEIGH REGIONAL OFFICE,BAILEY`S LANDING S/D,-,RALEIGH,NC,27606,44,114,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
634742.692497427,221492.659400351,7556,NC4392192   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38585,BA3,WELL #3,13,905,RALEIGH REGIONAL OFFICE,BAILEY`S LANDING S/D,-,RALEIGH,NC,27606,44,114,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
663060.18909743,225327.117600353,7557,NC4392195   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38587,W02,WELL #2,28,125,RALEIGH REGIONAL OFFICE,EAGLES CROSSING S/D,-,KNIGHDALE,NC,27545,77,196,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
663318.378697427,225344.635700349,7558,NC4392195   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38588,S03,WELL #3,78,105,RALEIGH REGIONAL OFFICE,EAGLES CROSSING S/D,-,KNIGHDALE,NC,27545,77,196,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
644572.735397431,208179.669700354,7559,NC4392211   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38590,GF1,WELL #1,113,580,RALEIGH REGIONAL OFFICE,GRISSOM FARM S/D,-,GARNER,NC,27529,92,234,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
644534.933897432,208583.792400349,7560,NC4392211   ,Community,WAKE,AQUA NORTH CAROLINA INC.,75501,HG2,WELL #2,32,805,RALEIGH REGIONAL OFFICE,GRISSOM FARM S/D,-,GARNER,NC,27529,92,234,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
657923.290097434,220010.18090035,7561,NC4392215   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38592,MP1,WELL #1,60,545,RALEIGH REGIONAL OFFICE,MIAL PLANTATION S/D,-,GARNER,NC,27603,43,110,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
632610.333397428,210562.055900354,7562,NC4392216   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38593,S10,SAWYERS MILL WELL #10,17,900,RALEIGH REGIONAL OFFICE,SAWYER`S MILL S/D,-,GARNER,NC,27502,140,366,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
632635.65879743,211351.025400352,7563,NC4392216   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38594,SW1,WELL #4,70,705,RALEIGH REGIONAL OFFICE,SAWYER`S MILL S/D,-,GARNER,NC,27502,140,366,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
632624.056997429,211284.985500351,7564,NC4392216   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38595,SW2,WELL #8,31,725,RALEIGH REGIONAL OFFICE,SAWYER`S MILL S/D,-,GARNER,NC,27502,140,366,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645508.214897433,247635.703000356,7565,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,71040,HT1,WELL #1,71,705,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645555.75509743,247676.947000351,7566,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,71043,HT2,WELL #2,15.5,805,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645527.717997435,249449.558400352,7567,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,71044,H14,WELL #14,122,565,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
644089.704797437,248304.728900352,7568,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,74253,H22,WELL #22,162,645,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
644377.34749743,248354.55080035,7569,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,74255,H23,WELL #23,143,465,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
646548.675897429,249307.919700349,7570,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,74464,H17,WELL #17,47,705,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
646527.418997434,249215.184500352,7571,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,74465,H18,WELL #18,31,705,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
646361.451297428,249033.089900346,7572,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,74466,H19,WELL #19,68,705,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
647988.142697435,250991.29170035,7573,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,75878,FR3,FOREST RIDGE WELL #3,135,685,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
647648.558697428,251584.565200353,7574,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,75892,BG1,BISHOPGRATE #1,50,268,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
647987.818597433,251024.798900349,7575,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,75893,FR1,FOREST RIDGE WELL #1,248,305,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
644270.167197432,249602.266100351,7576,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76483,KR1,WELL #1,24,685,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
643840.810097429,249628.35210035,7577,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76484,KR4,WELL #4,15,805,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
643633.110197429,249383.126000347,7578,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76485,S13,WELL #13,28,745,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645373.162997429,249769.377800349,7579,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76489,SD2,STONY BEND #2,27,805,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645292.431297432,249553.025800353,7580,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76490,SD3,STONY BEND #3,68,465,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
646561.245997433,251787.385000354,7581,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76491,ST1,STRATHAVEN #1,62,405,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
645476.886997435,251648.271200351,7582,NC4392224   ,Community,WAKE,AQUA NORTH CAROLINA INC.,76492,W10,COVINGTON #10,68,160,RALEIGH REGIONAL OFFICE,NEW LIGHT MASTER,-,WAKE FOREST,NC,27587,960,2400,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637512.096097426,202945.78840035,7583,NC4392225   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38601,KH2,WELL #2,37.5,605,RALEIGH REGIONAL OFFICE,KENDALL HILL MASTER,-,GARNER,NC,27603,105,267,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
637996.031397428,202266.911900349,7584,NC4392225   ,Community,WAKE,AQUA NORTH CAROLINA INC.,67854,MS2,MEADOW STREAM #2,78,405,RALEIGH REGIONAL OFFICE,KENDALL HILL MASTER,-,GARNER,NC,27603,105,267,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
658268.262497428,222004.185100351,7585,NC4392228   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38602,S01,WELL #1,123,305,RALEIGH REGIONAL OFFICE,RUTLEDGE LANDING S/D,-,KNIGHTDALE,NC,27545,283,708,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
657968.321397435,222162.770300349,7586,NC4392228   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38603,S02,WELL #2,65,805,RALEIGH REGIONAL OFFICE,RUTLEDGE LANDING S/D,-,KNIGHTDALE,NC,27545,283,708,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
626990.451197433,215540.593400355,7587,NC4392229   ,Community,WAKE,AQUA NORTH CAROLINA INC.,38604,HG1,WELL #1,24,125,RALEIGH REGIONAL OFFICE,HARMONY GLEN S/D,-,APEX,NC,27539,29,74,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
643609.131797428,209911.650600355,7588,NC4392233   ,Community,WAKE,CAROLINA WATER SERVICE INC OF NC,38605,S01,WELL #1,27,505,RALEIGH REGIONAL OFFICE,MONTERREY S/D,TEN TEN & NEILS BRANCH RD,GARNER,NC,27529,27,69,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
636835.271297427,215829.973700354,7589,NC4392402   ,Non-Community Transient,WAKE,"RALEIGH, CITY OF",38609,W02,WELL #2,28,310,RALEIGH REGIONAL OFFICE,LAKE WHEELER PARK,6404 LAKE WHEELER RD,RALEIGH,NC,27603,5,100,PO BOX 590,RALEIGH,NC,27602, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
638286.918097431,251117.041900352,7590,NC4392403   ,Non-Community Transient,WAKE,US ARMY CORPS OF ENGINEERS-WAKE FOREST,38610,W01,WELL #1,23,300,RALEIGH REGIONAL OFFICE,FALLS LAKE MANAGEMENT CENTER,11405 FALLS OF NEUSE RD,WAKE FOREST,NC,27587,2,25,11405 FALLS OF NEUSE RD,WAKE FOREST,NC,27587, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
648739.031297434,249763.602500351,7591,NC4392407   ,Non-Community Transient,WAKE,YMCA OF TRIANGLE,38614,W01,WELL #1,40,,RALEIGH REGIONAL OFFICE,CAMP KANATA,13524 CAMP KANATA RD,WAKE FOREST,NC,27587,15,200,801 CORPORATE CENTER DRIVE,RALEIGH,NC,27607, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
648462.603097435,249846.169300351,7592,NC4392407   ,Non-Community Transient,WAKE,YMCA OF TRIANGLE,73981,W03,WELL #3,90,305,RALEIGH REGIONAL OFFICE,CAMP KANATA,13524 CAMP KANATA RD,WAKE FOREST,NC,27587,15,200,801 CORPORATE CENTER DRIVE,RALEIGH,NC,27607, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
635730.463597434,221822.434000349,7593,NC4392409   ,"Non-Transient, Non-Community",WAKE,KIDDIE UNIVERSITY LLC,38617,S01,WELL #1,30,170,RALEIGH REGIONAL OFFICE,KIDDIE UNIVERSITY,4325 TRYON RD,RALEIGH,NC,27606,1,54,1004 MINNIE DRIVE,RALEIGH,NC,27603, , ,Permanent,Groundwater,"Serves at least 25 of the same persons 6+ months per year. ex. schools, daycares, industries."
660978.087697434,237725.865900347,7594,NC4392414   ,Non-Community Transient,WAKE,LOUISVILLE INVESTMENTS LLC,70082,W02,WELL #2,10,300,RALEIGH REGIONAL OFFICE,THE ONE STOP SHOP,6809 MITCHELL MILL RD,ZEBULON,NC,27597,1,100,7404 FOWLER RD,ZEBULON,NC,27597, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
642690.746797432,248913.360300347,7595,NC4392416   ,Non-Community Transient,WAKE,NC DENR--DIV OF PARKS AND REC,38624,W01,WELL #1,39,300,RALEIGH REGIONAL OFFICE,BW WELLS SRA,1630 BENT RD,WAKE FOREST,NC,27587,16,50,13304 CREEDMOOR RD,WAKE FOREST,NC,27587, , ,Permanent,Groundwater,"Serves 25+ people at least 60 days per year. ex. restaurants, churches, DOT rest areas."
